ID,Year_Birth,Marital_Status,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
7685,1978,Married,30,8,12,8,8,12
3179,1980,Single,249,153,940,58,134,38
9780,1971,Together,465,25,132,136,0,37
10681,1970,Married,129,129,259,168,121,83
10232,1963,Divorced,174,18,81,28,6,24
4184,1950,Together,189,2,29,3,2,40
9120,1962,Single,747,10,161,65,40,42
891,1951,Together,6,0,2,2,0,1
10381,1979,Single,14,0,3,0,0,4
3525,1970,Together,12,0,4,0,0,1
6818,1974,Married,98,0,106,49,10,106
3526,1968,Married,32,0,5,0,0,1
8181,1978,Single,51,12,49,17,24,24
1029,1970,Together,200,5,44,0,10,20
7369,1981,Married,25,6,25,6,0,0
2574,1977,Married,1050,12,144,0,0,24
8159,1968,Married,117,0,22,13,0,30
1160,1970,Married,9,4,17,10,2,7
10242,1966,Together,56,0,11,0,0,8
5253,1956,Together,145,13,46,17,2,4
5966,1974,Married,203,0,10,0,0,2
5314,1951,Together,270,3,27,39,6,99
5081,1967,Together,9,0,16,6,6,10
5123,1951,Married,37,12,23,8,11,52
5756,1983,Together,46,0,7,0,0,2
8036,1971,Together,31,1,13,7,2,9
9058,1955,Widow,1060,21,530,32,0,224
5057,1961,Married,264,47,188,54,47,11
254,1955,Together,399,4,30,6,4,30
4179,1959,Together,8,9,9,2,5,22
3710,1984,Single,19,0,35,6,4,17
7627,1975,Married,817,183,797,106,163,20
4501,1965,Single,292,127,635,132,127,165
6424,1977,Together,12,6,2,11,2,16
3075,1972,Married,130,30,168,20,34,0
4992,1975,Together,6,4,16,3,10,30
5252,1969,Divorced,16,12,18,7,1,13
7444,1969,Married,19,0,9,0,0,2
6919,1978,Married,4,7,15,13,9,15
3537,1981,Together,31,3,31,2,8,4
10277,1961,Single,36,0,2,0,0,4
2453,1960,Together,526,28,135,10,21,99
7972,1955,Single,400,32,519,71,75,54
895,1948,Married,410,16,114,0,5,49
1177,1966,Together,80,3,26,4,2,14
7141,1986,Single,88,10,46,2,3,64
7232,1973,Widow,55,0,6,2,0,4
8477,1956,Divorced,5,1,13,3,5,1
2457,1975,Married,8,4,5,15,2,11
988,1965,Married,410,0,592,147,22,22
7930,1969,Single,101,13,76,20,18,40
4587,1944,Widow,162,25,53,16,0,10
6682,1973,Married,2,8,1,4,7,15
6222,1967,Married,25,0,8,2,0,2
10299,1969,Single,389,91,248,64,49,41
3083,1974,Married,215,13,87,17,17,24
8953,1965,Single,27,0,5,0,0,3
1503,1976,Together,85,1,16,2,1,2
8650,1978,Widow,5,6,10,6,5,10
10862,1960,Married,179,8,83,19,11,26
2782,1961,Married,352,0,27,10,0,15
6941,1971,Single,17,8,12,11,15,32
10972,1949,Widow,625,35,169,58,17,35
10708,1978,Single,10,6,11,0,4,2
6583,1955,Married,390,22,323,104,35,107
3641,1976,Married,10,2,15,2,1,6
10156,1975,Single,215,63,507,231,31,190
4299,1960,Together,1001,17,572,93,125,17
3469,1977,Divorced,19,18,33,24,1,8
5063,1977,Single,41,5,129,10,3,3
10727,1970,Married,1181,107,199,39,30,30
9624,1958,Together,603,45,207,36,18,54
5156,1970,Married,129,129,259,168,121,83
4376,1960,Single,10,24,15,13,1,30
8923,1973,Single,514,22,732,42,198,79
8461,1962,Divorced,14,0,1,0,0,1
6945,1952,Single,387,20,713,38,54,163
944,1962,Married,121,103,69,8,44,48
1907,1950,Divorced,965,69,279,54,41,69
701,1971,Married,707,21,250,85,43,73
3856,1960,Together,571,50,142,33,50,159
4149,1948,Together,586,66,653,17,0,26
2131,1959,Divorced,1063,89,102,16,12,25
2942,1964,Single,305,3,27,4,3,144
1173,1947,Together,1200,105,758,0,42,147
4381,1971,Married,163,2,40,8,11,11
4611,1970,Together,1009,181,104,202,21,207
3376,1970,Divorced,125,6,73,8,4,19
4679,1977,Married,721,0,152,119,50,50
10928,1958,Together,315,4,62,41,31,146
4248,1960,Single,1000,19,711,125,115,38
6728,1985,Together,16,0,17,6,3,6
6661,1974,Married,757,80,217,29,80,11
4725,1950,Together,30,2,25,0,1,9
3277,1955,Divorced,219,3,100,26,0,17
5555,1975,Divorced,1,1,1,1,1,1
2564,1953,Together,111,3,28,2,6,15
946,1958,Together,45,47,52,21,20,25
3867,1947,Together,410,112,420,0,82,71
6940,1966,Single,100,1,39,6,1,76
55,1963,Together,509,0,65,7,11,5
7093,1985,Married,3,6,5,0,2,6
5084,1975,Widow,445,53,213,104,98,151
1777,1980,Married,2,2,11,41,7,11
8162,1956,Together,4,1,11,6,2,2
10826,1959,Married,6,1,7,23,4,19
8754,1974,Together,14,0,3,0,0,3
1987,1987,Single,1,10,11,19,3,15
11007,1968,Married,26,0,6,0,0,2
7426,1971,Married,111,16,37,7,9,18
9153,1964,Married,418,61,428,80,51,10
10379,1962,Single,327,9,122,19,14,83
9204,1970,Widow,371,159,194,58,106,141
3197,1980,Married,275,59,107,69,101,59
2920,1975,Single,789,0,142,12,9,38
6961,1974,Married,1,1,5,0,3,1
4673,1963,Married,1004,12,145,32,12,36
9937,1979,Single,187,81,149,25,43,91
8779,1985,Married,56,4,76,17,1,18
9596,1980,Single,365,32,117,34,110,6
2891,1963,Divorced,595,23,123,10,23,154
4910,1967,Divorced,1132,134,384,175,134,115
75,1982,Together,34,11,137,179,61,45
10120,1955,Together,116,6,82,6,6,41
6327,1967,Together,565,32,435,28,32,54
10142,1976,Divorced,372,18,126,47,48,78
9826,1972,Single,899,102,838,133,102,40
1501,1982,Married,55,16,1622,17,3,4
10767,1989,Together,760,40,480,0,40,26
7279,1969,Together,260,86,559,63,9,67
7230,1960,Divorced,459,0,24,6,0,4
143,1970,Single,466,0,224,119,49,99
450,1958,Together,67,15,80,17,11,80
9316,1952,Together,2,0,7,3,7,10
6379,1949,Widow,67,1,20,0,2,31
9239,1961,Married,92,4,18,3,3,6
8315,1995,Single,4,2,11,2,0,4
2868,1949,Single,20,1,28,3,3,2
10888,1961,Single,273,11,178,62,83,29
1277,1960,Together,434,22,388,104,22,34
9977,1973,Divorced,321,11,309,33,26,34
10196,1978,Married,212,123,177,15,64,23
6384,1978,Divorced,909,12,278,0,12,242
8029,1988,Single,1184,32,352,21,16,16
968,1968,Divorced,112,19,21,16,14,5
6988,1986,Married,656,80,455,52,107,93
4472,1970,Divorced,23,0,8,6,2,18
6991,1951,Divorced,537,6,42,16,6,30
3336,1948,Together,712,0,45,0,0,191
4301,1971,Married,23,1,13,2,2,18
1940,1986,Married,1,3,4,2,2,6
1272,1965,Single,664,58,83,32,0,66
1388,1975,Single,6,10,21,19,14,42
1044,1953,Together,299,5,201,21,21,49
6969,1982,Together,99,13,66,43,8,4
10479,1975,Married,749,40,294,121,160,147
3619,1960,Divorced,345,25,501,63,138,80
1715,1978,Together,9,4,18,7,5,5
10159,1970,Divorced,440,81,368,0,122,174
1463,1958,Single,8,2,5,3,0,3
5114,1965,Married,670,9,249,0,28,9
4990,1954,Married,524,0,134,28,28,155
4329,1984,Married,6,0,6,2,1,1
10936,1965,Married,597,166,597,172,166,249
4692,1976,Married,7,0,12,13,7,32
7212,1966,Married,54,0,7,0,0,4
6086,1955,Married,445,25,706,80,76,48
437,1976,Divorced,294,142,218,164,58,151
11171,1965,Married,292,3,77,10,3,26
11101,1991,Together,412,22,132,59,28,183
5329,1949,Divorced,8,0,3,0,0,0
610,1953,Together,349,4,78,6,0,43
9384,1978,Married,328,9,124,12,24,109
5956,1948,Divorced,144,2,99,7,2,30
10430,1973,Divorced,1126,28,211,37,28,42
7875,1949,Married,967,0,617,43,50,0
7072,1973,Married,432,79,341,177,136,170
6255,1952,Together,138,39,63,55,18,21
6516,1989,Married,0,0,1,7,4,6
5564,1969,Together,509,133,497,78,24,97
5682,1953,Single,948,10,86,13,21,21
7458,1956,Together,39,2,25,4,3,24
5237,1950,Single,28,1,21,3,0,10
7761,1978,Together,13,11,24,13,8,40
5278,1964,Married,307,26,360,138,31,40
3560,1952,Together,901,31,345,75,31,191
7235,1975,Married,2,5,12,4,8,7
10548,1995,Single,283,17,372,138,106,44
2281,1970,Single,4,3,7,0,3,11
4073,1954,Married,769,80,252,15,34,65
6974,1972,Together,518,42,742,55,56,84
7938,1958,Together,350,8,66,17,4,4
7094,1975,Widow,445,53,213,104,98,151
3667,1969,Married,778,178,689,41,27,44
7723,1979,Together,709,93,374,104,80,80
3870,1978,Together,359,35,314,93,116,89
4012,1972,Together,799,12,375,16,12,12
5909,1964,Married,895,10,101,13,0,152
10470,1979,Married,40,2,23,0,4,23
6488,1959,Married,76,0,7,0,0,16
10270,1981,Married,11,5,22,12,5,11
6887,1967,Single,245,16,223,21,43,16
6406,1988,Married,647,107,391,175,67,40
7573,1978,Single,39,1,9,2,1,34
4508,1952,Single,203,35,305,46,17,227
221,1955,Married,138,3,38,4,0,59
5331,1977,Married,587,51,898,247,0,86
1911,1987,Together,595,97,291,127,133,121
20,1965,Married,43,12,23,29,15,61
8786,1956,Married,301,7,74,10,0,58
10582,1979,Married,180,32,348,76,32,90
1915,1951,Married,794,115,243,150,0,205
8897,1965,Single,392,5,91,28,26,112
2371,1972,Married,39,1,22,3,4,12
4303,1957,Together,107,2,12,2,2,12
6825,1953,Together,13,0,3,0,0,0
1072,1965,Single,70,0,17,0,0,6
4964,1958,Together,680,11,392,75,0,0
2461,1955,Single,26,1,11,0,1,4
10736,1971,Single,522,0,522,227,120,134
3194,1974,Single,412,12,546,78,182,0
10839,1976,Together,6,5,5,8,0,5
49,1970,Single,2,3,6,4,1,9
4290,1972,Married,1,3,8,2,5,5
10219,1972,Together,6,2,15,6,6,3
4211,1986,Married,4,12,5,3,16,17
1135,1960,Together,18,2,19,0,2,6
6299,1968,Divorced,324,48,186,39,18,198
10846,1978,Married,327,9,125,25,4,139
347,1976,Divorced,229,27,71,13,3,34
6543,1945,Together,521,168,706,80,76,61
10446,1957,Married,184,23,446,30,23,23
3479,1950,Single,4,8,11,12,2,13
11075,1978,Married,183,2,64,7,2,12
4442,1961,Single,31,19,35,26,14,52
199,1962,Single,219,3,60,12,9,12
6722,1954,Married,479,28,136,75,14,35
796,1965,Divorced,584,44,212,46,8,177
3749,1973,Together,627,91,597,159,91,15
8523,1968,Married,24,1,16,12,2,5
310,1970,Married,330,5,159,36,27,16
8629,1956,Widow,19,1,10,2,1,8
236,1951,Married,28,23,29,29,14,47
9930,1944,Single,606,148,228,15,148,22
3483,1958,Married,1039,43,204,153,58,29
4599,1976,Married,411,0,26,0,0,21
7326,1971,Married,34,1,19,2,7,0
7352,1957,Married,161,28,136,32,3,45
2350,1972,Married,623,53,178,23,17,133
9145,1972,Single,604,26,470,123,161,94
2964,1981,Married,3,10,8,3,16,32
5585,1972,Single,12,2,17,6,1,10
9687,1975,Single,184,174,256,50,30,32
3732,1955,Married,393,0,239,90,69,69
6303,1986,Together,410,73,747,76,161,30
11176,1970,Together,376,9,83,19,4,4
2986,1976,Married,7,2,4,2,1,4
7462,1954,Single,68,0,226,51,157,68
3900,1972,Married,642,14,49,0,7,57
7034,1978,Married,8,7,9,13,6,12
9493,1980,Single,840,53,804,23,71,17
1143,1972,Married,7,10,13,3,11,11
1,1961,Single,464,5,64,7,0,37
3855,1963,Married,30,3,47,19,21,42
5536,1959,Together,1492,38,287,50,57,33
5989,1959,Divorced,752,122,476,39,153,34
9499,1954,Married,1279,15,287,20,0,15
6768,1962,Divorced,22,1,8,2,1,2
2150,1958,Widow,860,28,409,73,56,56
6646,1984,Together,3,0,5,13,0,1
4887,1976,Divorced,10,5,28,11,1,8
8560,1992,Single,351,16,156,7,5,145
3321,1967,Together,421,5,90,0,16,10
11003,1980,Together,2,5,7,0,18,18
10402,1967,Married,25,1,9,2,1,1
9904,1956,Married,336,123,274,46,123,141
6141,1972,Single,191,9,97,0,6,82
5687,1980,Divorced,563,50,774,28,31,187
10856,1980,Single,31,0,6,0,1,8
5121,1977,Single,479,5,82,7,17,171
4186,1950,Together,18,6,15,12,8,17
368,1974,Married,91,65,52,10,44,28
3312,1988,Single,5,7,24,19,14,20
11121,1981,Married,2,14,28,16,3,7
5332,1960,Married,362,50,431,134,35,54
5848,1970,Together,724,74,929,97,55,130
10343,1991,Single,605,91,399,0,45,205
5935,1956,Single,547,7,140,0,7,63
2895,1963,Single,104,1,54,13,9,14
10262,1980,Married,8,2,15,0,10,18
7848,1974,Single,224,2,25,7,0,110
9477,1954,Married,384,0,102,21,32,5
4856,1957,Married,556,54,845,202,133,63
7186,1966,Together,24,0,2,0,0,9
5794,1974,Married,408,0,21,0,0,17
1456,1979,Single,265,199,303,234,9,170
4877,1973,Married,34,0,7,0,0,0
425,1985,Married,374,64,116,84,25,64
3007,1966,Together,27,2,10,0,0,1
1031,1989,Married,600,20,350,29,30,33
4297,1969,Together,13,2,18,6,1,0
807,1969,Together,167,2,89,0,0,34
9553,1987,Married,0,2,3,4,1,5
4271,1989,Together,46,35,69,84,41,66
4120,1975,Single,88,39,78,58,13,93
2036,1973,Together,243,11,119,10,3,15
115,1966,Single,275,11,68,25,7,7
4259,1986,Single,6,0,4,0,0,0
8687,1978,Together,121,62,90,68,20,125
2447,1979,Together,4,12,15,19,7,12
10140,1983,Together,1308,0,396,23,0,0
9353,1959,Single,515,47,267,62,66,38
3623,1976,Together,4,0,16,17,4,4
738,1981,Single,48,13,57,24,15,25
7631,1978,Together,562,58,168,43,16,142
4789,1953,Together,769,22,500,210,143,33
773,1971,Divorced,379,4,93,12,9,98
10602,1983,Married,29,12,59,19,1,36
1446,1956,Single,387,68,569,89,45,68
3270,1978,Together,12,23,38,30,18,7
8443,1972,Single,6,10,12,3,15,40
9653,1975,Married,27,1,14,4,1,21
8916,1975,Divorced,9,1,5,0,0,1
8017,1981,Married,22,0,19,6,5,3
5830,1972,Single,899,102,838,133,102,40
4597,1970,Together,889,55,685,168,92,129
7023,1953,Single,189,2,55,0,5,12
8086,1959,Married,48,0,2,0,0,5
8825,1962,Together,230,14,156,82,24,58
2930,1978,Single,852,60,207,78,36,48
1928,1973,Married,35,3,20,4,1,20
7108,1965,Widow,205,20,47,23,2,56
10925,1983,Married,255,31,446,40,56,175
9960,1991,Single,0,0,1,8,3,2
8800,1943,Divorced,437,8,206,160,49,42
9224,1972,Single,825,8,53,11,0,242
5519,1956,Together,316,58,161,76,51,135
5046,1958,Divorced,756,138,354,160,169,61
7037,1974,Married,194,55,134,15,0,3
905,1986,Divorced,7,17,18,6,10,26
8624,1958,Married,183,33,493,59,103,57
8945,1970,Divorced,171,0,11,0,1,20
6445,1967,Together,243,101,405,29,40,40
2727,1973,Together,181,21,69,39,3,96
6404,1969,Together,151,7,89,0,7,28
11074,1977,Single,494,92,391,194,11,241
10150,1961,Single,464,28,873,29,18,37
1968,1971,Widow,5,1,5,10,0,7
6534,1974,Together,29,0,29,0,5,4
9485,1986,Married,102,9,49,24,3,12
7053,1966,Single,604,28,674,91,28,28
4654,1992,Together,571,12,523,63,60,24
9760,1963,Widow,953,0,71,0,0,174
1048,1972,Married,63,3,67,8,9,28
10619,1994,Single,770,29,890,250,27,24
9308,1954,Married,398,61,265,138,61,53
10505,1960,Together,741,19,154,50,9,28
8362,1982,Married,1478,19,403,0,19,0
2625,1954,Single,156,29,56,30,32,47
4637,1954,Single,960,64,464,146,0,16
9972,1955,Together,38,0,2,0,0,6
4483,1993,Single,315,26,473,220,12,182
4487,1969,Single,15,20,25,2,7,26
4988,1948,Married,19,6,20,0,5,12
8931,1986,Together,812,99,431,237,149,33
5871,1979,Together,73,28,217,10,24,115
2008,1978,Married,372,23,384,250,12,108
3139,1982,Single,871,111,704,145,55,166
10037,1993,Single,375,152,335,93,91,81
10673,1976,Married,760,80,466,17,13,80
5303,1974,Together,471,0,510,99,21,12
538,1989,Single,31,9,27,16,9,33
7922,1951,Single,819,0,72,12,0,63
5692,1989,Married,1,4,3,8,9,7
4843,1952,Single,203,35,305,46,17,227
6383,1971,Together,26,0,15,2,1,2
1628,1971,Together,354,21,311,167,75,32
1204,1970,Married,1253,0,447,23,71,35
3673,1971,Single,371,17,238,23,24,106
760,1975,Divorced,588,7,76,110,15,15
8957,1952,Single,480,86,249,75,86,144
4128,1962,Together,517,12,54,16,6,120
6810,1983,Divorced,267,98,606,48,70,98
5386,1953,Together,1111,24,790,160,45,172
8700,1986,Single,7,7,14,7,16,15
3202,1987,Married,1166,0,48,0,0,36
1328,1982,Married,261,42,144,55,48,133
8405,1979,Divorced,135,25,51,23,25,46
6515,1977,Together,6,2,18,2,8,14
2882,1975,Divorced,711,28,142,49,18,47
7574,1979,Together,11,0,13,2,4,11
6387,1976,Together,42,0,17,0,0,18
5320,1973,Divorced,79,7,58,6,3,18
5048,1971,Single,20,6,43,19,5,38
8146,1976,Together,30,0,8,2,0,14
10031,1976,Married,20,2,23,3,1,4
5748,1965,Married,115,27,44,4,146,139
2134,1952,Single,263,5,233,69,41,83
1523,1973,Married,69,2,15,2,2,6
9665,1957,Divorced,267,3,30,4,0,57
4640,1967,Divorced,561,85,171,25,123,114
3635,1962,Single,492,0,37,7,0,42
3547,1969,Together,14,7,9,6,16,12
2456,1975,Married,80,4,46,0,17,2
5633,1980,Married,97,12,84,13,10,15
7801,1959,Together,197,107,227,7,59,131
10489,1973,Married,693,21,925,31,24,84
7011,1973,Married,43,2,27,0,9,12
2620,1974,Married,14,0,2,0,0,7
3933,1980,Together,186,36,234,86,72,48
10981,1988,Married,434,137,400,45,137,45
1734,1968,Together,59,0,11,4,2,5
10995,1988,Married,16,5,30,8,7,26
6357,1959,Divorced,230,35,75,63,57,31
9209,1971,Together,829,138,430,60,92,15
10286,1962,Married,318,8,407,150,35,8
2611,1959,Together,1206,55,445,168,18,18
1600,1965,Married,292,3,77,10,3,26
3308,1952,Married,30,9,12,2,11,30
5407,1954,Together,729,17,133,11,0,195
2166,1960,Widow,12,1,3,0,0,7
3955,1965,Divorced,2,1,1,1,0,1
6634,1979,Divorced,22,3,18,0,0,11
3056,1978,Divorced,587,43,337,42,87,54
5718,1950,Married,674,168,108,192,42,231
6872,1974,Married,284,3,84,4,7,23
8164,1978,Married,1023,93,651,49,55,37
4580,1969,Married,1394,22,708,89,91,182
9305,1976,Single,311,26,640,180,37,121
453,1956,Widow,27,0,12,0,1,5
8545,1954,Divorced,1296,17,311,45,69,51
9850,1972,Married,3,6,7,0,0,3
7378,1981,Together,393,5,136,7,5,27
7646,1989,Single,218,63,282,137,35,70
1640,1954,Divorced,66,0,16,0,6,20
5184,1995,Single,4,2,11,2,0,4
8492,1978,Together,795,0,545,95,58,0
11188,1957,Together,15,10,19,8,17,20
1212,1973,Married,384,25,292,130,41,64
9097,1956,Divorced,244,8,32,7,2,50
10473,1956,Widow,158,19,288,25,0,38
7962,1987,Single,1285,21,449,106,20,20
9984,1981,Married,349,16,144,28,5,182
5527,1987,Together,4,12,11,3,13,15
6374,1954,Married,223,2,31,0,2,39
7453,1954,Single,157,43,127,68,56,37
8952,1953,Married,397,46,288,20,38,70
241,1952,Together,901,31,345,75,31,191
8975,1968,Married,14,3,21,2,1,28
6119,1963,Single,10,0,3,0,0,4
5236,1979,Together,1230,0,396,232,178,158
5723,1976,Together,81,1,31,2,1,0
1710,1978,Single,154,20,66,0,12,27
1970,1968,Together,63,0,21,7,0,12
5313,1971,Married,30,0,11,0,0,3
10634,1951,Married,90,67,165,30,43,11
7010,1965,Married,635,114,254,132,152,76
8562,1969,Together,127,4,73,15,6,11
3158,1973,Married,13,3,6,6,5,6
4436,1976,Single,18,42,24,15,20,18
5287,1973,Married,45,2,26,4,1,1
2445,1974,Together,38,1,24,0,0,0
6059,1953,Together,986,36,168,16,0,108
4550,1966,Together,61,0,3,0,0,7
4240,1978,Married,4,9,16,17,0,12
8911,1967,Married,201,53,172,116,77,83
3706,1978,Single,19,8,29,0,12,26
3628,1987,Single,4,8,11,19,12,26
10175,1958,Divorced,18,0,2,0,0,2
8985,1964,Together,806,80,161,120,11,33
5204,1971,Together,380,98,733,110,112,28
9220,1971,Single,576,172,961,125,115,19
9888,1969,Together,458,81,356,106,50,40
5263,1977,Married,5,10,13,3,8,16
1020,1973,Married,350,60,568,110,133,145
9503,1980,Single,39,33,130,41,26,44
10613,1958,Together,26,1,16,2,2,15
67,1972,Single,68,0,16,0,0,8
6019,1971,Married,45,3,9,4,4,7
5863,1953,Married,359,0,134,13,26,123
3717,1959,Married,403,24,29,6,24,218
6730,1954,Married,34,1,14,0,0,5
10749,1991,Single,73,18,66,7,12,2
4998,1962,Together,292,30,415,63,33,200
6287,1986,Together,14,0,16,0,0,6
5985,1965,Single,80,1,37,0,1,3
4754,1966,Married,30,11,33,13,6,29
4002,1960,Married,463,96,333,168,53,10
8870,1984,Together,75,12,141,43,39,187
966,1966,Married,538,13,91,17,6,26
4767,1965,Married,635,114,254,132,152,76
9725,1966,Together,8,0,3,0,0,1
4475,1949,Married,1315,22,780,145,0,178
5740,1970,Divorced,4,2,12,7,5,26
5731,1983,Married,12,0,13,2,0,10
7290,1985,Single,347,44,534,17,0,26
3846,1974,Married,192,5,53,0,5,15
8104,1951,Married,241,0,12,0,0,25
4507,1952,Single,631,28,491,30,14,56
11013,1987,Together,336,28,282,184,54,54
4491,1949,Married,1099,0,45,0,0,34
3759,1958,Together,743,19,181,12,0,200
1162,1987,Single,124,83,267,85,59,35
2055,1973,Divorced,15,0,8,4,2,20
10766,1964,Married,397,19,69,12,0,9
4415,1961,Married,10,4,4,3,3,14
3005,1992,Single,530,117,678,134,44,147
2223,1965,Divorced,1215,33,249,64,116,149
4817,1956,Divorced,3,2,7,0,4,2
2875,1978,Married,444,44,382,11,8,17
10536,1971,Together,26,0,15,2,1,2
11112,1966,Together,736,114,279,82,76,190
3807,1955,Together,473,21,176,19,21,56
9197,1953,Married,32,0,5,2,0,8
10832,1958,Together,288,10,30,4,10,125
6421,1961,Together,1050,178,555,77,138,118
4207,1981,Married,1001,44,107,58,44,44
577,1976,Together,9,1,7,0,3,2
10855,1968,Single,234,14,77,19,10,42
3081,1978,Married,7,2,6,2,0,3
3535,1965,Single,251,108,334,65,92,117
247,1971,Married,172,10,125,21,13,16
8707,1956,Married,565,42,548,64,83,99
9523,1982,Together,5,0,8,2,0,0
6072,1970,Single,918,57,842,99,38,133
6295,1977,Married,652,8,158,21,0,142
10914,1970,Single,4,1,7,2,1,2
1509,1958,Together,152,27,103,106,54,81
5577,1983,Together,8,0,9,2,1,3
7348,1958,Single,336,130,411,240,32,43
1127,1973,Married,938,19,843,25,95,38
1833,1974,Single,68,8,18,19,8,12
4944,1959,Together,227,23,389,42,21,75
9080,1972,Single,38,4,22,3,3,3
6466,1965,Married,105,0,9,2,1,4
9964,1979,Single,162,50,100,55,30,27
4790,1958,Divorced,574,8,216,21,16,33
10245,1986,Single,160,80,369,67,39,41
1109,1982,Together,6,0,5,0,0,1
6001,1979,Married,614,35,160,58,35,35
5538,1975,Divorced,897,161,430,186,161,27
10552,1979,Married,70,54,109,80,9,45
1545,1986,Married,120,19,206,25,19,54
7409,1970,Together,211,2,30,7,7,10
4444,1972,Married,11,0,16,7,6,21
146,1960,Single,760,53,400,17,93,0
6271,1952,Married,53,0,8,0,0,2
10065,1970,Married,7,4,13,15,8,17
4741,1974,Married,391,32,70,21,32,16
246,1965,Married,199,9,57,20,21,6
375,1954,Divorced,516,56,449,86,33,16
1524,1983,Single,709,45,115,30,160,45
10022,1973,Single,12,0,4,0,0,0
7451,1960,Single,1000,19,711,125,115,38
11010,1984,Single,19,3,18,3,1,0
4356,1971,Together,1224,28,140,0,14,168
